"Index","Consumer Discretionary","Consumer Staples","Energy","Financials","Health Care","Industrials","Information Technology","Materials","Real Estate","Telecommunication Services","Utilities"
2009-01-02,0.045255092510668,0.0624338060343925,0.0989699112594858,0.123069881123657,0.141384032930063,0.177505482291588,0.21633713473392,0.240603422625354,0.229281201426262,0.249748277616696,0.268187445051091
2009-01-05,0.000710286838155611,-0.00268939488491588,0.011330737546221,-0.0101172125585405,-0.0182369788514856,-0.0188381262971272,-0.00663721035633812,-0.00893081416357999,-0.0224886811774694,-0.0683865763159752,-0.0640456977966926
2009-01-06,0.0247729804089792,0.0158978634107419,0.0231721879927176,0.0427174892635568,0.0301222732660078,0.0478966773374764,0.0672907774805604,0.0956671530808318,0.149490584714585,0.13999377500885,0.131234226433245
2009-01-07,-0.0305077233151356,-0.042920503227834,-0.0775302711871938,-0.126522334951826,-0.137205315023215,-0.173071631426771,-0.204084390010256,-0.215216490183805,-0.244361179174063,-0.250973447929401,-0.26303092626869
2009-01-08,0.00463917848468742,-0.00819421817026934,0.0034181869629303,0.00215396721624684,0.00524874334928636,0.0118655516074653,0.0206906639329352,0.0248827016442116,0.0209747025205573,0.0287487444892961,0.0354903286248337
2009-01-09,-0.0274269995171706,-0.0384570641727665,-0.0678915159266805,-0.0991767106806632,-0.109195084560892,-0.126789032500334,-0.149191433459685,-0.164887143989204,-0.207032954556334,-0.220744528070096,-0.229772946852645
2009-01-12,-0.0313726310954868,-0.0358427407637504,-0.0645964389650474,-0.123460644975426,-0.13178855847903,-0.155044939888561,-0.169295240928562,-0.194675440484382,-0.25485929821821,-0.275516157172304,-0.274205120066862
2009-01-13,-0.00991491399808276,-0.00108644234067736,0.0202796888508158,0.0345800160447292,0.0425494486302601,0.0255344488238927,0.026459452341627,0.0272427625131643,0.051722146955719,0.0490508662163789,0.029487259315215
2009-01-14,-0.038368003685085,-0.0574725889660185,-0.0982192905677483,-0.157614015785905,-0.177138032267234,-0.211913154521784,-0.246761769548527,-0.280460715984784,-0.331925935668363,-0.357748080419721,-0.370021514310289
2009-01-15,0.0212436777152862,0.0261396295865107,0.0370757217473087,-0.0258131863514552,-0.014969204737257,-0.00519794886874277,-0.00549760675672814,0.0162282717922743,0.0337844737823781,0.0181956249762956,0.0238397925606741
2009-01-16,0.0102903602087335,0.0210456640976641,0.0312324270734262,-0.00448990865994177,0.0058085005702967,0.0195225517258738,0.0260883892979534,0.0348675539627782,0.0727729308291294,0.0768142104545519,0.0962798775994155
2009-01-20,-0.0587912284775908,-0.0745971379449374,-0.119046444054477,-0.286931075170795,-0.318474537042149,-0.365673563318536,-0.417765183110952,-0.474603403933639,-0.578138233168309,-0.584581460443361,-0.601096143822667
2009-01-21,0.0356564536548764,0.0383496598077193,0.0919565238627467,0.254333165932517,0.276689434189396,0.300010457030245,0.349925868721849,0.392528825515628,0.490176621026468,0.523303323972534,0.534147124364343
2009-01-22,-0.0133392093661466,-0.0135736956718537,-0.0369756080605746,-0.0935998712272277,-0.0891584556495599,-0.0891185593242108,-0.0994857453997307,-0.124323655634231,-0.160742423265183,-0.177386525073696,-0.179053654615486
2009-01-23,-0.000760823475620109,-0.00907224839377079,0.0177190512786292,0.0582553022268782,0.0539646943195773,0.0321799447897971,0.0525299204807223,0.0562132905231932,0.0804933489884698,0.0976001740641997,0.0988146022138718
2009-01-26,0.00414619202004977,0.0113004197300676,0.0270637175703709,0.00355409634302024,0.00798269429612778,0.0139840509271698,0.0196225662263504,0.00151454970533207,-0.000898816875444037,0.0218111462198528,0.0445701387030759
2009-01-27,-0.00285297849850854,0.00225492174972764,0.000850841613577766,0.0402785590964178,0.060446524596385,0.0705600810432679,0.0878873980114248,0.0915636617217869,0.0976638123733583,0.0654688563937833,0.0719103417403279
2009-01-28,0.0407324680908188,0.0500584954176524,0.0767984343066603,0.213848430759528,0.229587373266277,0.258840960145852,0.293488307291457,0.321147633579962,0.402889643937547,0.416626382775489,0.422519796319376
2009-01-29,-0.0315895544034711,-0.0403954439783334,-0.0740085389464744,-0.155768605391652,-0.170549164481752,-0.209187263568826,-0.231352684609846,-0.269479120659296,-0.346643355360866,-0.381507649237148,-0.384905165216647
2009-01-30,0.00823912923587745,-0.0186376472741302,-0.0310057169499246,-0.0596654087017788,-0.0694638432428864,-0.0934899786962563,-0.11013167836766,-0.14820503294736,-0.18814322904027,-0.195682717509273,-0.214899880581919
2009-02-02,0.00443469228957186,-0.000620569394806768,-0.0103637625425958,-0.0149786024692738,-0.00466943830101915,-0.0273369007721778,-0.0134685633658581,-0.0337061284600048,-0.0161570912450142,0.0064512435744479,0.0107150387487206
2009-02-03,0.0254113661812613,0.0469107013909612,0.0636627981827483,0.0285842472364007,0.0504714044238438,0.0732561939197226,0.0855687961642017,0.103835969836183,0.0976817206862817,0.116647232406737,0.125518505495562
2009-02-04,-0.0243495912345785,-0.0475234302889067,-0.0414133327363823,-0.0555236447682391,-0.0598958078593723,-0.0634377704423699,-0.0553486031320402,-0.0579228404063358,-0.0688089238791672,-0.0972554305938658,-0.0884510329475367
2009-02-05,0.0212879161967475,0.0368419522578447,0.059761912002082,0.0793179021837228,0.0916266848402904,0.104390819955314,0.134491428836457,0.156886470790533,0.145587138455662,0.163906102570497,0.168886906335612
2009-02-06,0.0354463456386266,0.0528346364888349,0.0699625207593591,0.169863175997241,0.180832468076159,0.207016933562994,0.238814235508686,0.257051166229115,0.316104599491007,0.343545674425743,0.35131450314024
2009-02-09,-0.00317270936308205,-0.0158362551239527,-0.0105455179508535,0.00939463577667239,0.00616813707393947,0.0184492230673654,0.0245629282769727,0.0158809831316322,0.0280476712588409,0.0195429777140855,0.0104928731218925
2009-02-10,-0.0447577692270215,-0.0747582479034895,-0.118269262681584,-0.232348625421218,-0.265542612186752,-0.316374905192222,-0.355555986568018,-0.391233597650742,-0.473814112425518,-0.521223881818679,-0.550285992292754
2009-02-11,0.00412548926882355,0.0106071440150914,0.000310251639567972,0.0562321271148217,0.0681489112639765,0.0714193892449179,0.0741990233641556,0.0658988942810182,0.0779610822682132,0.0752318861850638,0.0722738804234271
2009-02-12,0.00344342739895482,0.0156133011181688,0.0167470897827591,0.00289569693899722,0.0153457430332231,0.00815427447945848,0.0181198813874168,0.0251329780552058,0.00344959500514459,-0.00155594335404673,-0.00921987182751646
2009-02-13,-0.0126777097120835,-0.025769317944853,-0.0262908275584657,-0.0659001769360197,-0.0734707009766988,-0.0710558196832805,-0.0760089662789019,-0.0974319929205593,-0.148006193590054,-0.154425681420351,-0.156594772592731
2009-02-17,-0.034667473192921,-0.0502381302635388,-0.109794373052447,-0.211270210532629,-0.230458747905407,-0.27791722594545,-0.317735680643376,-0.368799425499614,-0.437915301362787,-0.480821121112977,-0.526498305557381
2009-02-18,-0.00382266307077988,0.0033132786663433,-0.000683729866125116,-0.0104201298414961,-0.0133768724973975,-0.0214194250803816,-0.0113232660403581,-0.0118710879944486,-0.00474375666767443,-0.0132349613074554,-0.0230788229955098
2009-02-19,-0.00059114375346869,0.00829149609016647,0.00959478073153411,-0.0580832966690772,-0.060343332893566,-0.0779572263519618,-0.103297221235491,-0.117831679097779,-0.163321642059843,-0.159833926571404,-0.152593265381033
2009-02-20,0.000175798855028181,-0.0139539352550591,-0.0397917316623256,-0.0710372542136685,-0.0822656678080813,-0.100187438250264,-0.0965502109741417,-0.10102954431198,-0.0478937866250544,-0.0243745308995916,-0.0474976368038295
2009-02-23,-0.0222909414397914,-0.0463236966566597,-0.0846876968402374,-0.0983717505058481,-0.129776815598013,-0.170059978165182,-0.207481365966781,-0.265309515340628,-0.336258472207975,-0.371460318123566,-0.393972759377643
2009-02-24,0.0532186078290729,0.072073775910063,0.114952640034195,0.240978265016894,0.261158104658494,0.294825915079912,0.329437539930614,0.377670703668188,0.467767999185639,0.493798180161709,0.525798452724796
2009-02-25,-0.0119281804756772,-0.0215137828140862,-0.0295091247836199,-0.0189417936558015,-0.0380641995521336,-0.0683893835137984,-0.070731897372813,-0.0931692017810143,-0.0976047893623106,-0.0877063639476888,-0.0987995784998223
2009-02-26,-0.0182167735929613,-0.0380491037069088,-0.0385139625591967,-0.00902259782619856,-0.061210087711368,-0.0776881867131312,-0.0925013234421752,-0.096742255844772,-0.120547020816221,-0.11482850910959,-0.130333933845153
2009-02-27,0.00414491448733102,0.00517139295069836,-0.021661397543575,-0.126910972357518,-0.16559476316218,-0.192598920790264,-0.194385530964795,-0.210174537337952,-0.221471424344041,-0.226929069584439,-0.240245900999858
2009-03-02,-0.0394101936228631,-0.0633935117744106,-0.126504882125137,-0.202602074556743,-0.252473381040367,-0.317899299742298,-0.346837955913934,-0.391830164909072,-0.474559949353545,-0.507854980031481,-0.543303663616644
2009-03-03,-0.0106405966028238,-0.0187607068338555,-0.0140676807755036,-0.0293757538283755,-0.0276660617799039,-0.0377206814840595,-0.0343771246196999,-0.0344539856945475,-0.0380479691065323,-0.0517666580797858,-0.0885872844955041
2009-03-04,0.0290575420100977,0.0454322150329597,0.0853638544976952,0.0736570167383891,0.101641122958849,0.132624601991229,0.147608771365764,0.173235649822097,0.205764435226809,0.22983706525124,0.247765622200102
